policy_idx,validation_type,accuracy,total_requests,correct,incorrect,misclassified_allow_to_deny,misclassified_deny_to_allow,failed_examples_count,failed_examples,erroneous_policy,output_file
0,baseline,40.0,25,10,15,11,4,15,"[{'request_id': 'allow_181dcd1a', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_8537ec92', 'action': 's3:ListBucket', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'principal': None, 'condition': None, 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_8537ec92', 'action': 's3:GetBucketAcl', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'principal': None, 'condition': None, 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_af65a2e3', 'action': 'athena:GetQueryResultsStream', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'principal': 'arn:aws:iam::123456789012:user/bob', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_5241d2d4', 'action': 'kms:Decrypt', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'principal': 'arn:aws:iam::123456789012:role/service-role', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_2a96ee04', 'action': 'athena:GetQueryResults', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_2a96ee04', 'action': 'athena:GetQueryResults', 'resource': 'arn:aws:s3:::athena-query-results/document.txt', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_2a96ee04', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_2a96ee04', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::athena-query-results/document.txt', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_2a96ee04', 'action': 's3:GetBucketAcl', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_2a96ee04', 'action': 's3:GetBucketAcl', 'resource': 'arn:aws:s3:::athena-query-results/document.txt', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'deny_afab1e4c', 'action': 'glue:GetDatabase', 'resource': 'arn:aws:s3:::athena-query-results-forbidden/file.txt', 'principal': None, 'condition': None, 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'deny_afab1e4c', 'action': 'athena:GetWorkGroup', 'resource': 'arn:aws:s3:::athena-query-results-forbidden/file.txt', 'principal': None, 'condition': None, 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'deny_9fd23c6c', 'action': 'athena:StopQueryExecution', 'resource': 'arn:aws:s3:::bkt_logs-forbidden/file.txt', 'principal': None, 'condition': None, 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'deny_a578f019', 'action': 'glue:GetPartitions', 'resource': 'arn:aws:iam::123456789012:role/admin-role', 'principal': None, 'condition': None, 'expected': 'deny', 'actual': 'allow'}]","{'Version': '2012-10-17', 'Statement': [{'Sid': 'stmt1', 'Action': ['s3:Get*', 's3:List*', 's3:PutObject', 's3:DeleteObject'], 'Resource': 'arn:aws:s3:::athena-query-results/*', 'Effect': 'Allow'}, {'Sid': 'stmt2', 'Action': ['s3:*'], 'Resource': 'arn:aws:s3:::bkt_logs/*', 'Effect': 'Allow'}, {'Sid': 'stmt3', 'Action': ['athena:GetQueryExecution', 'athena:StartQueryExecution', 'athena:StopQueryExecution', 'athena:GetWorkGroup', 'athena:GetDatabase', 'athena:BatchGetQueryExecution', 'athena:GetQueryResults', 'athena:GetQueryResultsStream', 'athena:GetTableMetadata'], 'Resource': ['*'], 'Effect': 'Allow'}, {'Sid': 'stmt4', 'Action': ['glue:GetTable', 'glue:GetDatabase', 'glue:GetPartitions'], 'Resource': ['*'], 'Effect': 'Allow'}, {'Sid': 'stmt5', 'Action': ['kms:CreateGrant', 'kms:DescribeKey', 'kms:Decrypt'], 'Resource': ['*'], 'Effect': 'Allow'}], 'analysis_result': ['stmt1: must allow but got denied', 'stmt2: must allow but got denied', 'stmt3: must allow but got denied, must deny but got allow', 'stmt4: must allow but got denied, must deny but got allow', 'stmt5: must allow but got denied'], 'policy_metadata': {'policy_name': '0.json', 'policy_index': 0, 'original_policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/original_policy/0.json', 'total_statements': 5, 'faulty_statements_count': 5, 'requests_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/requests/request-25/0.json', 'generated_timestamp': 1753571479}}",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollamaa/Quacky_output/policy_000/policy_000_accuracy_validation.txt
1,baseline,64.0,25,16,9,6,3,9,"[{'request_id': 'allow_8f7f3575', 'action': 'sagemaker:DeleteNotebookInstance', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'principal': None, 'condition': ""{'StringEquals': {'aws:ResourceTag/Owner': '${identitystore:UserId}'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_8f7f3575', 'action': 'sagemaker:DeleteNotebookInstance', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'principal': None, 'condition': ""{'StringEquals': {'aws:ResourceTag/Owner': '${identitystore:UserId}'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_8f7f3575', 'action': 'sagemaker:CreatePresignedNotebookInstanceUrl', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'principal': None, 'condition': ""{'StringEquals': {'aws:ResourceTag/Owner': '${identitystore:UserId}'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_8f7f3575', 'action': 'sagemaker:CreatePresignedNotebookInstanceUrl', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'principal': None, 'condition': ""{'StringEquals': {'aws:ResourceTag/Owner': '${identitystore:UserId}'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_32a011e1', 'action': 'sagemaker:CreatePresignedNotebookInstanceUrl', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'principal': None, 'condition': ""{'StringEquals': {'aws:ResourceTag/Owner': '${identitystore:UserId}'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_32a011e1', 'action': 'sagemaker:UpdateNotebookInstance', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'principal': None, 'condition': ""{'StringEquals': {'aws:ResourceTag/Owner': '${identitystore:UserId}'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'deny_2e16213c', 'action': 'sagemaker:ListTags', 'resource': 'unauthorized/arn:aws:sagemaker:::notebook-instance/*/file.txt', 'principal': None, 'condition': ""{'DateGreaterThan': {'aws:CurrentTime': '2024-01-01T00:00:00Z'}}"", 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'deny_f52dfb8f', 'action': 'sagemaker:StopNotebookInstance', 'resource': 'arn:aws:sagemaker:::notebook-instance/*-forbidden-resource', 'principal': None, 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}}"", 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'deny_e9807ee6', 'action': 'glue:CreateScript', 'resource': 'arn:aws:s3:::forbidden-bucket/document.txt', 'principal': None, 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}}"", 'expected': 'deny', 'actual': 'allow'}]","{'Version': '2012-10-17', 'Statement': [{'Sid': 'stmt1', 'Effect': 'Allow', 'Action': ['glue:CreateScript', 'secretsmanager:*'], 'Resource': '*'}, {'Sid': 'stmt2', 'Effect': 'Allow', 'Action': ['sagemaker:ListTags', 'sagemaker:DeleteNotebookInstance', 'sagemaker:StopNotebookInstance', 'sagemaker:CreatePresignedNotebookInstanceUrl', 'sagemaker:Describe*', 'sagemaker:StartNotebookInstance', 'sagemaker:UpdateNotebookInstance', 'sagemaker:CreatePresignedDomainUrl', 'sagemaker:*'], 'Resource': 'arn:aws:sagemaker:::notebook-instance/*', 'Condition': {'StringEquals': {'aws:ResourceTag/Owner': '${identitystore:UserId}'}}}, {'Sid': 'stmt3', 'Effect': 'Allow', 'Action': ['sagemaker:ListTags', 'sagemaker:Describe*', 'sagemaker:StartNotebookInstance'], 'Resource': '*'}], 'analysis_result': ['stmt1: must allow but got denied, must deny but got allow', 'stmt2: must allow but got denied, must deny but got allow', 'stmt3: must allow but got denied, must deny but got allow'], 'policy_metadata': {'policy_name': '1.json', 'policy_index': 1, 'original_policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/original_policy/1.json', 'total_statements': 3, 'faulty_statements_count': 3, 'requests_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/requests/request-25/1.json', 'generated_timestamp': 1753571481}}",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollamaa/Quacky_output/policy_001/policy_001_accuracy_validation.txt
2,baseline,56.0,25,14,11,6,5,11,"[{'request_id': 'deny_53342cd3', 'action': 'ec2:RunInstances', 'resource': 'arn:aws:kms:us-east-1:123456789012:key/forbidden-key', 'principal': None, 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}}"", 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'allow_96f2013a', 'action': 'ec2:DescribeInstances', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'IpAddress': {'aws:SourceIp': '203.0.113.0/24'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_96f2013a', 'action': 'ec2:DescribeInstances', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'IpAddress': {'aws:SourceIp': '203.0.113.0/24'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'deny_d2bb0251', 'action': 'ec2:DescribeInstances', 'resource': 'arn:aws:kms:us-east-1:123456789012:key/forbidden-key', 'principal': None, 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}}"", 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'deny_d2bb0251', 'action': 'ec2:TerminateInstances', 'resource': 'arn:aws:kms:us-east-1:123456789012:key/forbidden-key', 'principal': None, 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}}"", 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'deny_7611d1d9', 'action': 'ec2:DescribeInstances', 'resource': 'arn:aws:s3:::forbidden-bucket/document.txt', 'principal': None, 'condition': ""{'IpAddress': {'aws:SourceIp': '203.0.113.0/24'}}"", 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'allow_a418da9c', 'action': 'ec2:TerminateInstances', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'principal': 'arn:aws:iam::123456789012:role/service-role', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_a418da9c', 'action': 'ec2:TerminateInstances', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'principal': 'arn:aws:iam::123456789012:role/service-role', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_a418da9c', 'action': 'ec2:DescribeInstances', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'principal': 'arn:aws:iam::123456789012:role/service-role', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_a418da9c', 'action': 'ec2:DescribeInstances', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'principal': 'arn:aws:iam::123456789012:role/service-role', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'deny_702ebdb6', 'action': 'ec2:CreateSecurityGroup', 'resource': 'arn:aws:kms:us-east-1:123456789012:key/forbidden-key', 'principal': None, 'condition': ""{'IpAddress': {'aws:SourceIp': '203.0.113.0/24'}}"", 'expected': 'deny', 'actual': 'allow'}]","{'Version': '2012-10-17', 'Statement': [{'Sid': 'stmt1', 'Effect': 'Allow', 'Action': 'ec2:*', 'Resource': '*', 'Condition': {'StringEqualsIfExists': {'ec2:ResourceTag/Username': '${aws:userid}'}}}, {'Sid': 'stmt2', 'Effect': 'Allow', 'Action': 'ec2:Describe*', 'Resource': '*'}, {'Sid': 'stmt3', 'Effect': 'Deny', 'Action': ['ec2:CreateTags'], 'Resource': '*', 'Condition': {'Null': {'aws:RequestTag/Owner': 'true'}}}], 'analysis_result': ['stmt1: must allow but got denied, must deny but got allow', 'stmt2: must allow but got denied, must deny but got allow', 'stmt3: must allow but got denied'], 'policy_metadata': {'policy_name': '2.json', 'policy_index': 2, 'original_policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/original_policy/2.json', 'total_statements': 3, 'faulty_statements_count': 3, 'requests_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/requests/request-25/2.json', 'generated_timestamp': 1753571481}}",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollamaa/Quacky_output/policy_002/policy_002_accuracy_validation.txt
3,baseline,44.0,25,11,14,10,4,14,"[{'request_id': 'deny_cf7b00e0', 'action': 's3:ListBucketVersions', 'resource': 'arn:aws:s3:::forbidden-bucket/document.txt', 'principal': None, 'condition': None, 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'deny_ca8803ae', 'action': 'iam:CreatePolicy', 'resource': 'arn:aws:iam::123456789012:role/admin-role', 'principal': None, 'condition': None, 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'deny_ca8803ae', 'action': 'iot:DescribeJobExecution', 'resource': 'arn:aws:iam::123456789012:role/admin-role', 'principal': None, 'condition': None, 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'allow_7ef8e1a7', 'action': 's3:ListMultipartUploadParts', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_7ef8e1a7', 'action': 's3:ListMultipartUploadParts', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_161fe1c2', 'action': 'iot:GetPolicy', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'principal': 'arn:aws:iam::123456789012:user/bob', 'condition': ""{'DateGreaterThan': {'aws:CurrentTime': '2024-01-01T00:00:00Z'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_161fe1c2', 'action': 'iot:GetPolicy', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'principal': 'arn:aws:iam::123456789012:user/bob', 'condition': ""{'DateGreaterThan': {'aws:CurrentTime': '2024-01-01T00:00:00Z'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_161fe1c2', 'action': 'iot:DeleteThingGroup', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'principal': 'arn:aws:iam::123456789012:user/bob', 'condition': ""{'DateGreaterThan': {'aws:CurrentTime': '2024-01-01T00:00:00Z'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_161fe1c2', 'action': 'iot:DeleteThingGroup', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'principal': 'arn:aws:iam::123456789012:user/bob', 'condition': ""{'DateGreaterThan': {'aws:CurrentTime': '2024-01-01T00:00:00Z'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_161fe1c2', 'action': 'iot:UpdateThingShadow', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'principal': 'arn:aws:iam::123456789012:user/bob', 'condition': ""{'DateGreaterThan': {'aws:CurrentTime': '2024-01-01T00:00:00Z'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_161fe1c2', 'action': 'iot:UpdateThingShadow', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'principal': 'arn:aws:iam::123456789012:user/bob', 'condition': ""{'DateGreaterThan': {'aws:CurrentTime': '2024-01-01T00:00:00Z'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_4ced7f89', 'action': 'iot:CreateThing', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'principal': 'arn:aws:iam::123456789012:user/bob', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_4ced7f89', 'action': 'iot:CreateThing', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'principal': 'arn:aws:iam::123456789012:user/bob', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'deny_e67c806b', 'action': 'iot:CreateThing', 'resource': 'arn:aws:iam::123456789012:role/admin-role', 'principal': None, 'condition': None, 'expected': 'deny', 'actual': 'allow'}]","{'Version': '2012-10-17', 'Statement': [{'Sid': 'stmt1', 'Effect': 'Allow', 'Action': 'iam:PassRole', 'Resource': '*'}, {'Sid': 'stmt2', 'Effect': 'Allow', 'Action': ['lambda:CreateFunction', 'lambda:PublishVersion', 'lambda:DeleteFunction', 'lambda:GetFunction'], 'Resource': ['*']}, {'Sid': 'stmt3', 'Effect': 'Allow', 'Action': ['iot:CreateThing', 'iot:DeleteThing', 'iot:DescribeThing', 'iot:CreateThingGroup', 'iot:DeleteThingGroup', 'iot:DescribeThingGroup', 'iot:AddThingToThingGroup', 'iot:RemoveThingFromThingGroup', 'iot:AttachThingPrincipal', 'iot:DetachThingPrincipal', 'iot:UpdateCertificate', 'iot:DeleteCertificate', 'iot:CreatePolicy', 'iot:AttachPolicy', 'iot:DetachPolicy', 'iot:DeletePolicy', 'iot:GetPolicy', 'iot:Publish', 'iot:TagResource', 'iot:ListThingPrincipals', 'iot:ListAttachedPolicies', 'iot:ListTargetsForPolicy', 'iot:ListThingGroupsForThing', 'iot:ListThingsInThingGroup', 'iot:CreateJob', 'iot:DescribeJob', 'iot:DescribeJobExecution', 'iot:CancelJob', 'iot:DescribeCertificate', 'logs:CreateLogGroup', 'logs:CreateLogStream', 'logs:PutLogEvents', 'logs:DescribeLogStreams', 'iot:Connect', 'iot:Publish', 'iot:Subscribe', 'iot:Receive', 'iot:ListThingPrincipals', 'iot:GetThingShadow', 'iot:UpdateThingShadow', 's3:GetBucketLocation', 's3:GetObject', 's3:PutObject', 's3:AbortMultipartUpload', 's3:ListMultipartUploadParts'], 'Resource': ['*']}, {'Sid': 'stmt4', 'Effect': 'Allow', 'Action': ['s3:GetObject', 's3:PutObject', 's3:DeleteObjectVersion', 's3:DeleteObject', 's3:CreateBucket', 's3:ListBucket', 's3:ListBucketVersions', 's3:DeleteBucket', 's3:PutObjectTagging', 's3:PutBucketTagging'], 'Resource': ['*']}, {'Sid': 'stmt5', 'Effect': 'Allow', 'Action': ['iot:CreateRoleAlias', 'iot:DescribeRoleAlias', 'iot:DeleteRoleAlias', 'iot:TagResource', 'iam:GetRole'], 'Resource': ['*']}, {'Sid': 'stmt6', 'Effect': 'Allow', 'Action': ['iot-device-tester:SendMetrics', 'iot-device-tester:SupportedVersion', 'iot-device-tester:LatestIdt', 'iot-device-tester:CheckVersion', 'iot-device-tester:DownloadTestSuite'], 'Resource': '*'}, {'sid': 'stmt7', 'Effect': 'Allow', 'Action': ['greengrass:*', 'iot:GetThingShadow', 'iot:UpdateThingShadow', 'iot:ListThings', 'iot:DescribeEndpoint', 'iot:CreateKeysAndCertificate'], 'Resource': '*'}, {'Sid': 'stmt8', 'Effect': 'Allow', 'Action': ['iam:CreateRole', 'iam:DeleteRole', 'iam:CreatePolicy', 'iam:DeletePolicy', 'iam:AttachRolePolicy', 'iam:DetachRolePolicy', 'iam:TagRole', 'iam:TagPolicy', 'iam:GetPolicy', 'iam:ListAttachedRolePolicies', 'iam:ListEntitiesForPolicy'], 'Resource': ['*']}], 'analysis_result': ['stmt1: must allow but got denied', 'stmt2: must allow but got denied', 'stmt3: must allow but got denied, must deny but got allow', 'stmt4: must allow but got denied, must deny but got allow', 'stmt5: must allow but got denied', 'stmt6: must allow but got denied', 'stmt7: must allow but got denied', 'stmt8: must allow but got denied, must deny but got allow'], 'policy_metadata': {'policy_name': '3.json', 'policy_index': 3, 'original_policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/original_policy/3.json', 'total_statements': 8, 'faulty_statements_count': 8, 'requests_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/requests/request-25/3.json', 'generated_timestamp': 1753571482}}",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollamaa/Quacky_output/policy_003/policy_003_accuracy_validation.txt
4,baseline,48.0,25,12,13,10,3,13,"[{'request_id': 'allow_27307e14', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::data123', 'principal': None, 'condition': None, 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_27307e14', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::file1', 'principal': None, 'condition': None, 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_bdb40595', 'action': 's3:PutObject', 'resource': 'arn:aws:s3:::file1', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'DateGreaterThan': {'aws:CurrentTime': '2024-01-01T00:00:00Z'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_bdb40595', 'action': 's3:PutObject', 'resource': 'arn:aws:s3:::*/temp/upload.tmp', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'DateGreaterThan': {'aws:CurrentTime': '2024-01-01T00:00:00Z'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_bdb40595', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::file1', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'DateGreaterThan': {'aws:CurrentTime': '2024-01-01T00:00:00Z'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_bdb40595', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::*/temp/upload.tmp', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'DateGreaterThan': {'aws:CurrentTime': '2024-01-01T00:00:00Z'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_bdb40595', 'action': 's3:ListBucket', 'resource': 'arn:aws:s3:::file1', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'DateGreaterThan': {'aws:CurrentTime': '2024-01-01T00:00:00Z'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_bdb40595', 'action': 's3:ListBucket', 'resource': 'arn:aws:s3:::*/temp/upload.tmp', 'principal': 'arn:aws:iam::123456789012:user/alice', 'condition': ""{'DateGreaterThan': {'aws:CurrentTime': '2024-01-01T00:00:00Z'}}"", 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_2b7a6de5', 'action': 's3:DeleteObject', 'resource': 'arn:aws:s3:::file1', 'principal': None, 'condition': None, 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'deny_a265934a', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:s3:::completely-different-bucket/file.txt', 'principal': None, 'condition': None, 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'deny_a265934a', 'action': 's3:CreateBucket', 'resource': 'arn:aws:s3:::completely-different-bucket/file.txt', 'principal': None, 'condition': None, 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'deny_a265934a', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:s3:::completely-different-bucket/file.txt', 'principal': None, 'condition': None, 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'allow_cd44d4f2', 'action': 's3:GetBucketAcl', 'resource': 'arn:aws:s3:::*/data/file.json', 'principal': 'arn:aws:iam::123456789012:role/service-role', 'condition': ""{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}}"", 'expected': 'allow', 'actual': 'deny'}]","{'Version': '2012-10-17', 'Statement': [{'Sid': 'stmt1', 'Effect': 'Allow', 'Action': 's3:CreateBucket', 'Resource': 'arn:aws:s3:::*'}, {'Sid': 'stmt2', 'Effect': 'Allow', 'Action': ['s3:Get*', 's3:List*', 's3:Put*'], 'Resource': ['arn:aws:s3:::*', 'arn:aws:s3:::*/*']}], 'analysis_result': ['stmt1: must allow but got denied, must deny but got allow', 'stmt2: must allow but got denied, must deny but got allow'], 'policy_metadata': {'policy_name': '4.json', 'policy_index': 4, 'original_policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/original_policy/4.json', 'total_statements': 2, 'faulty_statements_count': 2, 'requests_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/requests/request-25/4.json', 'generated_timestamp': 1753571482}}",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollamaa/Quacky_output/policy_004/policy_004_accuracy_validation.txt
