index,status,baseline_accuracy,final_accuracy,iterations_used,iteration_results,final_policy_file
0,success,41.1,100.0,1,"[{'policy_idx': 0, 'iteration': 1, 'validation_type': 'repair', 'accuracy': 100.0, 'total_requests': 90, 'correct': 90, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_0_iter_1.json', 'structure_validation_passed': True}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/results/result-90/repaired_0_final.json
1,failed,41.1,96.7,5,"[{'policy_idx': 1, 'iteration': 1, 'validation_type': 'repair', 'accuracy': 96.7, 'total_requests': 90, 'correct': 87, 'incorrect': 3, 'misclassified_allow_to_deny': 1, 'misclassified_deny_to_allow': 2, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_1_iter_1.json', 'structure_validation_passed': True}, {'policy_idx': 1, 'iteration': 2, 'validation_type': 'repair', 'accuracy': 96.7, 'total_requests': 90, 'correct': 87, 'incorrect': 3, 'misclassified_allow_to_deny': 1, 'misclassified_deny_to_allow': 2, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_1_iter_2.json', 'structure_validation_passed': True}, {'policy_idx': 1, 'iteration': 3, 'validation_type': 'repair', 'accuracy': 96.7, 'total_requests': 90, 'correct': 87, 'incorrect': 3, 'misclassified_allow_to_deny': 1, 'misclassified_deny_to_allow': 2, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_1_iter_3.json', 'structure_validation_passed': True}, {'policy_idx': 1, 'iteration': 4, 'validation_type': 'repair', 'accuracy': 96.7, 'total_requests': 90, 'correct': 87, 'incorrect': 3, 'misclassified_allow_to_deny': 1, 'misclassified_deny_to_allow': 2, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_1_iter_4.json', 'structure_validation_passed': True}, {'policy_idx': 1, 'iteration': 5, 'validation_type': 'repair', 'accuracy': 96.7, 'total_requests': 90, 'correct': 87, 'incorrect': 3, 'misclassified_allow_to_deny': 1, 'misclassified_deny_to_allow': 2, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_1_iter_5.json', 'structure_validation_passed': True}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/results/result-90/repaired_1_best.json
2,failed,41.1,84.4,5,"[{'policy_idx': 2, 'iteration': 1, 'validation_type': 'repair', 'accuracy': 84.4, 'total_requests': 90, 'correct': 76, 'incorrect': 14, 'misclassified_allow_to_deny': 9, 'misclassified_deny_to_allow': 5, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_2_iter_1.json', 'structure_validation_passed': True}, {'policy_idx': 2, 'iteration': 2, 'validation_type': 'repair', 'accuracy': 84.4, 'total_requests': 90, 'correct': 76, 'incorrect': 14, 'misclassified_allow_to_deny': 9, 'misclassified_deny_to_allow': 5, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_2_iter_2.json', 'structure_validation_passed': True}, {'policy_idx': 2, 'iteration': 3, 'validation_type': 'repair', 'accuracy': 84.4, 'total_requests': 90, 'correct': 76, 'incorrect': 14, 'misclassified_allow_to_deny': 9, 'misclassified_deny_to_allow': 5, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_2_iter_3.json', 'structure_validation_passed': True}, {'policy_idx': 2, 'iteration': 4, 'validation_type': 'repair', 'accuracy': 84.4, 'total_requests': 90, 'correct': 76, 'incorrect': 14, 'misclassified_allow_to_deny': 9, 'misclassified_deny_to_allow': 5, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_2_iter_4.json', 'structure_validation_passed': True}, {'policy_idx': 2, 'iteration': 5, 'validation_type': 'repair', 'accuracy': 84.4, 'total_requests': 90, 'correct': 76, 'incorrect': 14, 'misclassified_allow_to_deny': 9, 'misclassified_deny_to_allow': 5, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_2_iter_5.json', 'structure_validation_passed': True}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/results/result-90/repaired_2_best.json
3,success,41.1,100.0,1,"[{'policy_idx': 3, 'iteration': 1, 'validation_type': 'repair', 'accuracy': 100.0, 'total_requests': 90, 'correct': 90, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_3_iter_1.json', 'structure_validation_passed': True}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/results/result-90/repaired_3_final.json
4,failed,41.1,95.6,5,"[{'policy_idx': 4, 'iteration': 1, 'validation_type': 'repair', 'accuracy': 95.6, 'total_requests': 90, 'correct': 86, 'incorrect': 4, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 4, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_4_iter_1.json', 'structure_validation_passed': True}, {'policy_idx': 4, 'iteration': 2, 'validation_type': 'repair', 'accuracy': 95.6, 'total_requests': 90, 'correct': 86, 'incorrect': 4, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 4, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_4_iter_2.json', 'structure_validation_passed': True}, {'policy_idx': 4, 'iteration': 3, 'validation_type': 'repair', 'accuracy': 95.6, 'total_requests': 90, 'correct': 86, 'incorrect': 4, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 4, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_4_iter_3.json', 'structure_validation_passed': True}, {'policy_idx': 4, 'iteration': 4, 'validation_type': 'repair', 'accuracy': 95.6, 'total_requests': 90, 'correct': 86, 'incorrect': 4, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 4, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_4_iter_4.json', 'structure_validation_passed': True}, {'policy_idx': 4, 'iteration': 5, 'validation_type': 'repair', 'accuracy': 95.6, 'total_requests': 90, 'correct': 86, 'incorrect': 4, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 4, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_4_iter_5.json', 'structure_validation_passed': True}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/results/result-90/repaired_4_best.json
